text,aspect,label
i wand to edit the audio,edit,1
feeling upset asana doesnt sync in mobile app,mobile,0
yes that is a lifetime plan,plan,1
plz allow students to write hand writen notes and importing pdfs and exporting in the app both desktop version and android and keep ur emojis like in the desktop app plz,app,0
it’s just me yet i can’t get notifications unless i assign tasks to myself,get notifications,0
hi i have just upgraded my plan but it is still showing the istock watermark on the clip,watermark,1
first off airtable invigorated my inner organization geek i love what is possible on the web version but the ios app is just too bare bones right now,ios,0
order time till ,order time till ,2
deliveries,deliveries,0
potatoes were very dirty,potatoes,0
the android app is just way too slow to be good,android app,0
i chose  different passwords with different combinations but to no avail,passwords,0
copy  paste could not achieve,paste,1
all of my other internet applications work just splendid besides the notion app,internet applications,0
no widgets poor optimization no shortcuts,widgets,0
i can appreciate what this offers but not only does the free tier lack many things that would make this shine or be truly useful its lowest pricing plan offers absolutely no upgraded functionality only a paltry increase in storage,free,0
grab my free notionhq template f,template,2
good but slow,slow,0
some students find handwriting a better alternative and note taking on the ipad with apple pencil has bought digital and paper together,apple pencil,0
